Query,Label
Quanto costa il progetto per la garden?,follow_up_cost
Mostrami un progetto per una garden.,search
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il lunedì?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Quanto costa il progetto per la living room?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
What's your favorite pizza topping?,unsupported
rough cost idea pls?,follow_up_cost
dove stanno le piramidi?,unsupported
va bene per un budget medio?,follow_up_cost
dove si trova il vostro store?,showroom
dove stanno le piramidi?,unsupported
can I see kitchen sketch pls,search
hmm can I get a kitchen plz,search
hai per caso disegni di cucina con piastrelle?,search
store hours cogorno??,showroom
what ur fav food?,unsupported
credi negli alieni lol,unsupported
yo do u play chess?,unsupported
yo do u play chess?,unsupported
what ur fav food?,unsupported
avete schizzi per una giardino?,search
budget ok for this design?,follow_up_cost
mi dici il prezzo pls,follow_up_cost
can I see garden sketch pls,search
do i gotta pay extra?,follow_up_cost
è costoso questo qui?,follow_up_cost
need to kno where store is,showroom
orari cogorno shop??,showroom
"voglio andare in showroom, dove sta?",showroom
wanna look at some minimalist librarys,search
do you have sketch garden?,search
store hours cogorno??,showroom
mmm posso avere un layout bagno?,search
yo is the showroom open today,showroom
need bedroom designs,search
budget ok for this design?,follow_up_cost
dove stanno le piramidi?,unsupported
lol chi è il presidente ora?,unsupported
avete schizzi per una giardino?,search
ehi fammi vedere un progetto libreria,search
uh where your showroom at?,showroom
uh dov’è lo showroom?,showroom
uh where your showroom at?,showroom
plz joke i bored,unsupported
quanto costa sto progetto?,follow_up_cost
need to kno where store is,showroom
cerco camera da letto design,search
when r u open?,showroom
do u believe in aliens lol,unsupported
uhhh price plz?,follow_up_cost
vorrei idee per una vintage cucina,search
idea di costo?,follow_up_cost
vorrei idee per una vintage bagno,search
rough cost idea pls?,follow_up_cost
uhh show me a library maybe?,search
cerco bagno design,search
mi serve sapere quanto costa il layout,follow_up_cost
uh where your showroom at?,showroom
can I visit store saturday?,showroom
open hours for shop??,showroom
is this expensiv?,follow_up_cost
quanto costa sto progetto?,follow_up_cost
"searching kitchen ideas, help?",search
open hours for shop??,showroom
orari shop??,showroom
when r u open?,showroom
orari cogorno shop??,showroom
posso venire a vedere il negozio,showroom
orari shop??,showroom
whats the price tag on this one?,follow_up_cost
uhh mostrami una camera da letto magari?,search
where r the pyramids at?,unsupported
yo il negozio è aperto oggi?,showroom
barzelletta pls sono annoiato,unsupported
how muchh this cost?,follow_up_cost
can I visit store saturday?,showroom
pls gimme address of showroom,showroom
mi serve sapere quanto costa il layout,follow_up_cost
pls gimme address of showroom,showroom
posso venire a vedere il negozio,showroom
can u tell price pls,follow_up_cost
cibo preferito tuo qual è?,unsupported
need bedroom designs,search
uhh tell me smth funny,unsupported
orari cogorno shop??,showroom
fammi sapere il costo totale pls,follow_up_cost
uhhh prezzo pls?,follow_up_cost
budget ok for this design?,follow_up_cost
cibo preferito tuo qual è?,unsupported
store hours cogorno??,showroom
when r u open?,showroom
open hours for shop??,showroom
va bene per un budget medio?,follow_up_cost
do i gotta pay extra?,follow_up_cost
when r u open?,showroom
lemme kno total cost maybe?,follow_up_cost
open hours for shop??,showroom
avete schizzi per una camera da letto?,search
can i get weather now,unsupported
is this expensiv?,follow_up_cost
devo pagare di più?,follow_up_cost
hai per caso disegni di bagno con isola?,search
hmm can I get a living room plz,search
uhh tell me smth funny,unsupported
is this expensiv?,follow_up_cost
uhh dimmi qualcosa di divertente,unsupported
lol who’s the prez now?,unsupported
quando siete aperti?,showroom
uh where your showroom at?,showroom
dove stanno le piramidi?,unsupported
whats the price tag on this one?,follow_up_cost
fammi sapere il costo totale pls,follow_up_cost
hmm sing for me?,unsupported
can I visit store saturday?,showroom
lol chi è il presidente ora?,unsupported
when r u open?,showroom
uhh show me a kitchen maybe?,search
uhhh price plz?,follow_up_cost
ehi fammi vedere un progetto bagno,search
ehi fammi vedere un progetto libreria,search
"i wanna go to showroom, where at?",showroom
do u believe in aliens lol,unsupported
giochi a scacchi?,unsupported
posso vedere un disegno giardino pls,search
quando siete aperti?,showroom
is this expensiv?,follow_up_cost
hey lemme see living room design,search
hey lemme see kitchen design,search
wanna look at some Scandinavian gardens,search
lol who’s the prez now?,unsupported
what ur fav food?,unsupported
vorrei idee per una moderno camera da letto,search
idea di costo?,follow_up_cost
rough cost idea pls?,follow_up_cost
fammi sapere il costo totale pls,follow_up_cost
yo do u play chess?,unsupported
open hours for shop??,showroom
can u tell price pls,follow_up_cost
mi dai il meteo?,unsupported
open hours for shop??,showroom
do u believe in aliens lol,unsupported
yo do u play chess?,unsupported
pls mostra cucina stile classico,search
cibo preferito tuo qual è?,unsupported
lol who’s the prez now?,unsupported
uhh mostrami una giardino magari?,search
do you have sketch bedroom?,search
pls gimme address of showroom,showroom
yo do u play chess?,unsupported
yo il negozio è aperto oggi?,showroom
quanto costa sto progetto?,follow_up_cost
do you got any living room with bathtub?,search
mi dai indirizzo showroom pls,showroom
plz joke i bored,unsupported
do you got any garden with bathtub?,search
è costoso questo qui?,follow_up_cost
avete schizzi per una camera da letto?,search
orari shop??,showroom
need bedroom designs,search
uhh show me a library maybe?,search
mmm posso avere un layout cucina?,search
is this expensiv?,follow_up_cost
what ur fav food?,unsupported
posso venire a vedere il negozio,showroom
uhhh prezzo pls?,follow_up_cost
rough cost idea pls?,follow_up_cost
fammi sapere il costo totale pls,follow_up_cost
puoi fare magia?,unsupported
lemme kno total cost maybe?,follow_up_cost
need to kno where store is,showroom
cibo preferito tuo qual è?,unsupported
need to kno cost for layout,follow_up_cost
uhhh price plz?,follow_up_cost
posso venire a vedere il negozio,showroom
is this expensiv?,follow_up_cost
do u believe in aliens lol,unsupported
can I see library sketch pls,search
uh where your showroom at?,showroom
hmm sing for me?,unsupported
uhh dimmi qualcosa di divertente,unsupported
mmm posso avere un layout bagno?,search
devo pagare di più?,follow_up_cost
yo is the showroom open today,showroom
orari cogorno shop??,showroom
fammi sapere il costo totale pls,follow_up_cost
orari shop??,showroom
need garden designs,search
dove si trova il vostro store?,showroom
ehi fammi vedere un progetto soggiorno,search
uhhh price plz?,follow_up_cost
barzelletta pls sono annoiato,unsupported
can I visit store saturday?,showroom
need to kno where store is,showroom
plz show vintage garden layout,search
can I see kitchen sketch pls,search
uh where your showroom at?,showroom
can u tell price pls,follow_up_cost
cibo preferito tuo qual è?,unsupported
puoi fare magia?,unsupported
quanto costa sto progetto?,follow_up_cost
idea di costo?,follow_up_cost
whats the price tag on this one?,follow_up_cost
devo pagare di più?,follow_up_cost
giochi a scacchi?,unsupported
yo is the showroom open today,showroom
pls mostra giardino stile scandinavo,search
plz show Scandinavian garden layout,search
mmm posso avere un layout libreria?,search
pls mostra giardino stile rustico,search
do i gotta pay extra?,follow_up_cost
plz joke i bored,unsupported
uhh tell me smth funny,unsupported
cibo preferito tuo qual è?,unsupported
fammi sapere il costo totale pls,follow_up_cost
devo pagare di più?,follow_up_cost
mi dici il prezzo pls,follow_up_cost
hey lemme see kitchen design,search
mi dici il prezzo pls,follow_up_cost
giochi a scacchi?,unsupported
posso venire a vedere il negozio,showroom
need library designs,search
posso venire a vedere il negozio,showroom
mi dici il prezzo pls,follow_up_cost
need to kno where store is,showroom
cerco giardino design,search
can I see living room sketch pls,search
dove stanno le piramidi?,unsupported
where r the pyramids at?,unsupported
plz show Scandinavian kitchen layout,search
fammi sapere il costo totale pls,follow_up_cost
posso venire a vedere il negozio,showroom
mmm posso avere un layout bagno?,search
hai per caso disegni di soggiorno con mensole aperte?,search
hmm sing for me?,unsupported
pls mostra giardino stile classico,search
wanna look at some Scandinavian bedrooms,search
need to kno where store is,showroom
can i get weather now,unsupported
where r the pyramids at?,unsupported
need to kno where store is,showroom
orari cogorno shop??,showroom
credi negli alieni lol,unsupported
barzelletta pls sono annoiato,unsupported
whats the price tag on this one?,follow_up_cost
open hours for shop??,showroom
credi negli alieni lol,unsupported
can i come see ur store,showroom
can i get weather now,unsupported
uhhh prezzo pls?,follow_up_cost
uh dov’è lo showroom?,showroom
do you have sketch living room?,search
fammi sapere il costo totale pls,follow_up_cost
ehi fammi vedere un progetto giardino,search
uhhh price plz?,follow_up_cost
plz show rustic kitchen layout,search
orari cogorno shop??,showroom
hmm sing for me?,unsupported
ehi fammi vedere un progetto soggiorno,search
"searching kitchen ideas, help?",search
need to kno where store is,showroom
uhh dimmi qualcosa di divertente,unsupported
vorrei idee per una moderno giardino,search
plz joke i bored,unsupported
hey lemme see kitchen design,search
lemme kno total cost maybe?,follow_up_cost
budget ok for this design?,follow_up_cost
can u tell price pls,follow_up_cost
hai per caso disegni di bagno con mensole aperte?,search
orari cogorno shop??,showroom
quando siete aperti?,showroom
hai per caso disegni di soggiorno con vasca?,search
barzelletta pls sono annoiato,unsupported
orari cogorno shop??,showroom
va bene per un budget medio?,follow_up_cost
can I see library sketch pls,search
uhh dimmi qualcosa di divertente,unsupported
lol who’s the prez now?,unsupported
is this expensiv?,follow_up_cost
can u tell price pls,follow_up_cost
mi dici il prezzo pls,follow_up_cost
idea di costo?,follow_up_cost
uh dov’è lo showroom?,showroom
need to kno where store is,showroom
credi negli alieni lol,unsupported
giochi a scacchi?,unsupported
cerco bagno design,search
hmm sing for me?,unsupported
quanto costa sto progetto?,follow_up_cost
orari cogorno shop??,showroom
can u tell price pls,follow_up_cost
sto cercando ispirazione per soggiorno,search
quanto costa sto progetto?,follow_up_cost
hmm canta qualcosa?,unsupported
mi dai il meteo?,unsupported
dove stanno le piramidi?,unsupported
do you got any garden with mirror?,search
uhhh price plz?,follow_up_cost
orari cogorno shop??,showroom
barzelletta pls sono annoiato,unsupported
barzelletta pls sono annoiato,unsupported
hmm canta qualcosa?,unsupported
va bene per un budget medio?,follow_up_cost
"searching bedroom ideas, help?",search
fammi sapere il costo totale pls,follow_up_cost
cibo preferito tuo qual è?,unsupported
do u believe in aliens lol,unsupported
